ID;SKU;Producto Nombre;Marca;Línea / Variante;Presentación / Formato;Categoría;Subcategoría;Contenido Neto;Unidad;EAN / Código de Barras;Costo sin IVA;Costo con IVA;Precio de Venta
479;GOL-TER-TRI-70GXX;Alfajor Terrabusi Triple 70 g;Terrabusi;Triple;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 433,96;$ 525,09;$ 710,53
480;GOL-TER-TRI-40GXX-P6;Alfajor Terrabusi Triple Pack x6;Terrabusi;Triple;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 812,79;$ 983,48;$ 1.561,78
481;GOL-TER-TRI-40GXX-P12;Alfajor Terrabusi Triple Pack x12;Terrabusi;Triple;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 889,05;$ 1.075,75;$ 1.462,49
482;GOL-HAV-CLÁ-40GXX;Alfajor Havanna Clásico 40 g;Havanna;Clásico;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 614,37;$ 743,39;$ 1.151,44
483;GOL-HAV-CLÁ-55GXX;Alfajor Havanna Clásico 55 g;Havanna;Clásico;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 623,60;$ 754,56;$ 1.078,05
484;GOL-HAV-CLÁ-70GXX;Alfajor Havanna Clásico 70 g;Havanna;Clásico;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 710,49;$ 859,69;$ 1.227,39
485;GOL-HAV-CLÁ-40GXX-P6;Alfajor Havanna Clásico Pack x6;Havanna;Clásico;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 424,20;$ 513,28;$ 834,08
486;GOL-HAV-CLÁ-40GXX-P12;Alfajor Havanna Clásico Pack x12;Havanna;Clásico;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 571,26;$ 691,22;$ 1.250,59
487;GOL-HAV-70C-40GXX;Alfajor Havanna 70% Cacao 40 g;Havanna;70% Cacao;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 411,30;$ 497,67;$ 900,16
488;GOL-HAV-70C-55GXX;Alfajor Havanna 70% Cacao 55 g;Havanna;70% Cacao;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 606,31;$ 733,64;$ 1.259,80
489;GOL-HAV-70C-70GXX;Alfajor Havanna 70% Cacao 70 g;Havanna;70% Cacao;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 178,13;$ 215,54;$ 327,11
490;GOL-HAV-70C-40GXX-P6;Alfajor Havanna 70% Cacao Pack x6;Havanna;70% Cacao;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 153,59;$ 185,84;$ 267,82
491;GOL-HAV-70C-40GXX-P12;Alfajor Havanna 70% Cacao Pack x12;Havanna;70% Cacao;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 219,82;$ 265,98;$ 496,71
492;GOL-CAC-CLÁ-40GXX;Alfajor Cachafaz Clásico 40 g;Cachafaz;Clásico;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 680,24;$ 823,09;$ 1.356,95
493;GOL-CAC-CLÁ-55GXX;Alfajor Cachafaz Clásico 55 g;Cachafaz;Clásico;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 175,42;$ 212,26;$ 384,67
494;GOL-CAC-CLÁ-70GXX;Alfajor Cachafaz Clásico 70 g;Cachafaz;Clásico;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 253,12;$ 306,28;$ 567,03
495;GOL-CAC-CLÁ-40GXX-P6;Alfajor Cachafaz Clásico Pack x6;Cachafaz;Clásico;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 832,39;$ 1.007,19;$ 1.427,52
496;GOL-CAC-CLÁ-40GXX-P12;Alfajor Cachafaz Clásico Pack x12;Cachafaz;Clásico;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 509,48;$ 616,47;$ 885,22
497;GOL-CAC-MOU-40GXX;Alfajor Cachafaz Mousse 40 g;Cachafaz;Mousse;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 222,41;$ 269,12;$ 508,09
498;GOL-CAC-MOU-55GXX;Alfajor Cachafaz Mousse 55 g;Cachafaz;Mousse;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 653,98;$ 791,32;$ 1.405,19
499;GOL-CAC-MOU-70GXX;Alfajor Cachafaz Mousse 70 g;Cachafaz;Mousse;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 481,90;$ 583,10;$ 813,09
500;GOL-CAC-MOU-40GXX-P6;Alfajor Cachafaz Mousse Pack x6;Cachafaz;Mousse;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 605,82;$ 733,04;$ 1.356,25
501;GOL-CAC-MOU-40GXX-P12;Alfajor Cachafaz Mousse Pack x12;Cachafaz;Mousse;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 596,06;$ 721,23;$ 1.140,29
502;GOL-CAP-CHO-40GXX;Alfajor Capitán del Espacio Chocolate 40 g;Capitán del Espacio;Chocolate;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 604,88;$ 731,90;$ 1.239,72
503;GOL-CAP-CHO-55GXX;Alfajor Capitán del Espacio Chocolate 55 g;Capitán del Espacio;Chocolate;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 244,79;$ 296,20;$ 433,63
504;GOL-CAP-CHO-70GXX;Alfajor Capitán del Espacio Chocolate 70 g;Capitán del Espacio;Chocolate;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 663,76;$ 803,15;$ 1.477,17
505;GOL-CAP-CHO-40GXX-P6;Alfajor Capitán del Espacio Chocolate Pack x6;Capitán del Espacio;Chocolate;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 304,30;$ 368,20;$ 535,62
506;GOL-CAP-CHO-40GXX-P12;Alfajor Capitán del Espacio Chocolate Pack x12;Capitán del Espacio;Chocolate;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 520,77;$ 630,13;$ 1.168,75
507;GOL-CAP-BLA-40GXX;Alfajor Capitán del Espacio Blanco 40 g;Capitán del Espacio;Blanco;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 829,79;$ 1.004,05;$ 1.443,00
508;GOL-CAP-BLA-55GXX;Alfajor Capitán del Espacio Blanco 55 g;Capitán del Espacio;Blanco;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 796,14;$ 963,33;$ 1.331,57
509;GOL-CAP-BLA-70GXX;Alfajor Capitán del Espacio Blanco 70 g;Capitán del Espacio;Blanco;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 460,09;$ 556,71;$ 905,92
510;GOL-CAP-BLA-40GXX-P6;Alfajor Capitán del Espacio Blanco Pack x6;Capitán del Espacio;Blanco;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 460,68;$ 557,42;$ 1.013,10
511;GOL-CAP-BLA-40GXX-P12;Alfajor Capitán del Espacio Blanco Pack x12;Capitán del Espacio;Blanco;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 618,71;$ 748,64;$ 1.020,04
512;GOL-MIL-MOU-40GXX;Alfajor Milka Mousse 40 g;Milka;Mousse;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 802,75;$ 971,33;$ 1.640,10
513;GOL-MIL-MOU-55GXX;Alfajor Milka Mousse 55 g;Milka;Mousse;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 142,65;$ 172,61;$ 247,28
514;GOL-MIL-MOU-70GXX;Alfajor Milka Mousse 70 g;Milka;Mousse;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 308,67;$ 373,49;$ 622,85
515;GOL-MIL-MOU-40GXX-P6;Alfajor Milka Mousse Pack x6;Milka;Mousse;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 187,93;$ 227,40;$ 419,06
516;GOL-MIL-MOU-40GXX-P12;Alfajor Milka Mousse Pack x12;Milka;Mousse;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 831,55;$ 1.006,18;$ 1.776,21
517;GOL-MIL-ORE-40GXX;Alfajor Milka Oreo 40 g;Milka;Oreo;40 g Unidad (unidad);Golosinas;Alfajores;40;g;;$ 364,03;$ 440,48;$ 781,24
518;GOL-MIL-ORE-55GXX;Alfajor Milka Oreo 55 g;Milka;Oreo;55 g Unidad (unidad);Golosinas;Alfajores;55;g;;$ 766,84;$ 927,88;$ 1.604,67
519;GOL-MIL-ORE-70GXX;Alfajor Milka Oreo 70 g;Milka;Oreo;70 g Unidad (triple);Golosinas;Alfajores;70;g;;$ 840,75;$ 1.017,31;$ 1.652,12
520;GOL-MIL-ORE-40GXX-P6;Alfajor Milka Oreo Pack x6;Milka;Oreo;Pack x6 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 781,87;$ 946,06;$ 1.325,71
521;GOL-MIL-ORE-40GXX-P12;Alfajor Milka Oreo Pack x12;Milka;Oreo;Pack x12 (40 g Unidad);Golosinas;Alfajores;40;g;;$ 697,90;$ 844,46;$ 1.476,48
522;GOL-MIL-LEC-25GXX;Milka Leche 25 g;Milka;Leche;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 176,80;$ 213,93;$ 405,05
523;GOL-MIL-LEC-55GXX;Milka Leche 55 g;Milka;Leche;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 579,55;$ 701,26;$ 1.202,95
524;GOL-MIL-LEC-100GXX;Milka Leche 100 g;Milka;Leche;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 503,14;$ 608,80;$ 946,96
525;GOL-MIL-ORE-25GXX;Milka Oreo 25 g;Milka;Oreo;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 847,04;$ 1.024,92;$ 1.405,72
526;GOL-MIL-ORE-55GXX-2;Milka Oreo 55 g;Milka;Oreo;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 204,87;$ 247,89;$ 427,18
527;GOL-MIL-ORE-100GXX;Milka Oreo 100 g;Milka;Oreo;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 764,88;$ 925,50;$ 1.276,77
528;GOL-MIL-ALM-25GXX;Milka Almendras 25 g;Milka;Almendras;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 659,49;$ 797,98;$ 1.359,96
529;GOL-MIL-ALM-55GXX;Milka Almendras 55 g;Milka;Almendras;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 254,17;$ 307,55;$ 528,83
530;GOL-MIL-ALM-100GXX;Milka Almendras 100 g;Milka;Almendras;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 773,36;$ 935,77;$ 1.423,80
531;GOL-MIL-DUL-25GXX;Milka Dulce de Leche 25 g;Milka;Dulce de Leche;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 301,91;$ 365,31;$ 526,05
532;GOL-MIL-DUL-55GXX;Milka Dulce de Leche 55 g;Milka;Dulce de Leche;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 608,26;$ 735,99;$ 1.292,42
533;GOL-MIL-DUL-100GXX;Milka Dulce de Leche 100 g;Milka;Dulce de Leche;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 391,27;$ 473,44;$ 750,31
534;GOL-ARC-CHO-25GXX;Arcor Chocolate con leche 25 g;Arcor;Chocolate con leche;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 863,47;$ 1.044,80;$ 1.543,28
535;GOL-ARC-CHO-55GXX;Arcor Chocolate con leche 55 g;Arcor;Chocolate con leche;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 397,68;$ 481,19;$ 754,66
536;GOL-ARC-CHO-100GXX;Arcor Chocolate con leche 100 g;Arcor;Chocolate con leche;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 749,46;$ 906,85;$ 1.283,40
537;GOL-ARC-SEM-25GXX;Arcor Semi amargo 25 g;Arcor;Semi amargo;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 211,85;$ 256,34;$ 361,45
538;GOL-ARC-SEM-55GXX;Arcor Semi amargo 55 g;Arcor;Semi amargo;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 241,36;$ 292,05;$ 465,85
539;GOL-ARC-SEM-100GXX;Arcor Semi amargo 100 g;Arcor;Semi amargo;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 549,23;$ 664,57;$ 1.191,52
540;GOL-COF-BLO-25GXX;Cofler Block 25 g;Cofler;Block;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 797,56;$ 965,05;$ 1.482,65
541;GOL-COF-BLO-55GXX;Cofler Block 55 g;Cofler;Block;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 129,41;$ 156,59;$ 276,66
542;GOL-COF-BLO-100GXX;Cofler Block 100 g;Cofler;Block;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 704,56;$ 852,52;$ 1.310,97
543;GOL-COF-MOU-25GXX;Cofler Mousse 25 g;Cofler;Mousse;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 776,09;$ 939,07;$ 1.440,60
544;GOL-COF-MOU-55GXX;Cofler Mousse 55 g;Cofler;Mousse;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 458,06;$ 554,25;$ 967,75
545;GOL-COF-MOU-100GXX;Cofler Mousse 100 g;Cofler;Mousse;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 552,21;$ 668,17;$ 1.090,65
546;GOL-SHO-CLÁ-25GXX;Shot Clásico 25 g;Shot;Clásico;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 474,58;$ 574,24;$ 983,79
547;GOL-SHO-CLÁ-55GXX;Shot Clásico 55 g;Shot;Clásico;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 623,30;$ 754,19;$ 1.149,20
548;GOL-SHO-CLÁ-100GXX;Shot Clásico 100 g;Shot;Clásico;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 824,84;$ 998,06;$ 1.765,00
549;GOL-ROC-ORI-25GXX;Rocklets Original 25 g;Rocklets;Original;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 706,86;$ 855,30;$ 1.439,43
550;GOL-ROC-ORI-55GXX;Rocklets Original 55 g;Rocklets;Original;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 348,20;$ 421,32;$ 684,67
551;GOL-ROC-ORI-100GXX;Rocklets Original 100 g;Rocklets;Original;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 541,21;$ 654,86;$ 977,05
552;GOL-KIN-CHO-25GXX;Kinder Chocolate 25 g;Kinder;Chocolate;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 541,77;$ 655,54;$ 989,89
553;GOL-KIN-CHO-55GXX;Kinder Chocolate 55 g;Kinder;Chocolate;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 656,60;$ 794,49;$ 1.303,86
554;GOL-KIN-CHO-100GXX;Kinder Chocolate 100 g;Kinder;Chocolate;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 666,68;$ 806,68;$ 1.495,11
555;GOL-KIN-BUE-25GXX;Kinder Bueno 25 g;Kinder;Bueno;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 813,64;$ 984,50;$ 1.724,82
556;GOL-KIN-BUE-55GXX;Kinder Bueno 55 g;Kinder;Bueno;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 163,33;$ 197,63;$ 352,17
557;GOL-KIN-BUE-100GXX;Kinder Bueno 100 g;Kinder;Bueno;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 315,24;$ 381,44;$ 592,14
558;GOL-BON-CLÁ-25GXX;Bon o Bon Clásico 25 g;Bon o Bon;Clásico;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 659,71;$ 798,25;$ 1.344,35
559;GOL-BON-CLÁ-55GXX;Bon o Bon Clásico 55 g;Bon o Bon;Clásico;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 805,59;$ 974,76;$ 1.643,57
560;GOL-BON-CLÁ-100GXX;Bon o Bon Clásico 100 g;Bon o Bon;Clásico;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 301,11;$ 364,34;$ 595,06
561;GOL-BON-BLA-25GXX;Bon o Bon Blanco 25 g;Bon o Bon;Blanco;25 g Tableta (barra chica);Golosinas;Chocolates;25;g;;$ 151,28;$ 183,05;$ 260,67
562;GOL-BON-BLA-55GXX;Bon o Bon Blanco 55 g;Bon o Bon;Blanco;55 g Tableta (tableta);Golosinas;Chocolates;55;g;;$ 136,02;$ 164,58;$ 265,22
563;GOL-BON-BLA-100GXX;Bon o Bon Blanco 100 g;Bon o Bon;Blanco;100 g Tableta (tableta grande);Golosinas;Chocolates;100;g;;$ 852,03;$ 1.030,96;$ 1.415,53
564;GOL-SUG-CON-27GXX;Sugus Confites 27 g;Sugus;Confites;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 239,67;$ 290,00;$ 460,48
565;GOL-SUG-CON-100GXX;Sugus Confites 100 g;Sugus;Confites;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 240,12;$ 290,55;$ 543,46
566;GOL-SUG-CON-1KGX;Sugus Confites 1 kg;Sugus;Confites;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 674,09;$ 815,65;$ 1.262,08
567;GOL-SUG-MAS-27GXX;Sugus Masticables 27 g;Sugus;Masticables;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 191,95;$ 232,26;$ 429,14
568;GOL-SUG-MAS-100GXX;Sugus Masticables 100 g;Sugus;Masticables;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 303,92;$ 367,74;$ 676,43
569;GOL-SUG-MAS-1KGX;Sugus Masticables 1 kg;Sugus;Masticables;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 205,17;$ 248,26;$ 369,99
570;GOL-BIL-FRU-27GXX;Billiken Frutales 27 g;Billiken;Frutales;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 539,89;$ 653,27;$ 904,92
571;GOL-BIL-FRU-100GXX;Billiken Frutales 100 g;Billiken;Frutales;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 885,03;$ 1.070,89;$ 1.620,89
572;GOL-BIL-FRU-1KGX;Billiken Frutales 1 kg;Billiken;Frutales;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 522,86;$ 632,66;$ 1.176,22
573;GOL-BUT-CLÁ-27GXX;Butter Toffees Clásico 27 g;Butter Toffees;Clásico;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 253,71;$ 306,99;$ 572,53
574;GOL-BUT-CLÁ-100GXX;Butter Toffees Clásico 100 g;Butter Toffees;Clásico;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 288,07;$ 348,56;$ 618,27
575;GOL-BUT-CLÁ-1KGX;Butter Toffees Clásico 1 kg;Butter Toffees;Clásico;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 471,33;$ 570,31;$ 807,29
576;GOL-HAL-MEN-27GXX;Halls Mentol 27 g;Halls;Mentol;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 413,66;$ 500,53;$ 757,47
577;GOL-HAL-MEN-100GXX;Halls Mentol 100 g;Halls;Mentol;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 551,89;$ 667,79;$ 1.014,61
578;GOL-HAL-MEN-1KGX;Halls Mentol 1 kg;Halls;Mentol;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 424,32;$ 513,43;$ 762,83
579;GOL-HAL-CER-27GXX;Halls Cereza 27 g;Halls;Cereza;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 205,69;$ 248,88;$ 414,95
580;GOL-HAL-CER-100GXX;Halls Cereza 100 g;Halls;Cereza;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 461,64;$ 558,58;$ 803,38
581;GOL-HAL-CER-1KGX;Halls Cereza 1 kg;Halls;Cereza;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 773,53;$ 935,97;$ 1.542,20
582;GOL-HAL-MEN-27GXX-2;Halls Menta 27 g;Halls;Menta;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 876,85;$ 1.060,99;$ 1.937,72
583;GOL-HAL-MEN-100GXX-2;Halls Menta 100 g;Halls;Menta;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 794,96;$ 961,90;$ 1.425,08
584;GOL-HAL-MEN-1KGX-2;Halls Menta 1 kg;Halls;Menta;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 308,67;$ 373,49;$ 598,72
585;GOL-MEN-MEN-27GXX;Menthoplus Menta 27 g;Menthoplus;Menta;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 289,95;$ 350,84;$ 649,77
586;GOL-MEN-MEN-100GXX;Menthoplus Menta 100 g;Menthoplus;Menta;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 158,87;$ 192,23;$ 305,65
587;GOL-MEN-MEN-1KGX;Menthoplus Menta 1 kg;Menthoplus;Menta;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 544,52;$ 658,87;$ 1.064,77
588;GOL-MEN-EUC-27GXX;Menthoplus Eucalipto 27 g;Menthoplus;Eucalipto;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 306,82;$ 371,25;$ 651,18
589;GOL-MEN-EUC-100GXX;Menthoplus Eucalipto 100 g;Menthoplus;Eucalipto;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 424,19;$ 513,27;$ 694,75
590;GOL-MEN-EUC-1KGX;Menthoplus Eucalipto 1 kg;Menthoplus;Eucalipto;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 438,46;$ 530,54;$ 986,20
591;GOL-TIC-MEN-27GXX;Tic Tac Menta 27 g;Tic Tac;Menta;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 734,49;$ 888,73;$ 1.593,34
592;GOL-TIC-MEN-100GXX;Tic Tac Menta 100 g;Tic Tac;Menta;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 700,67;$ 847,81;$ 1.146,80
593;GOL-TIC-MEN-1KGX;Tic Tac Menta 1 kg;Tic Tac;Menta;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 681,60;$ 824,74;$ 1.185,18
594;GOL-TIC-NAR-27GXX;Tic Tac Naranja 27 g;Tic Tac;Naranja;27 g Pack (estuche);Golosinas;Caramelos y Pastillas;27;g;;$ 501,18;$ 606,43;$ 1.007,93
595;GOL-TIC-NAR-100GXX;Tic Tac Naranja 100 g;Tic Tac;Naranja;100 g Pack (bolsa);Golosinas;Caramelos y Pastillas;100;g;;$ 155,22;$ 187,82;$ 329,64
596;GOL-TIC-NAR-1KGX;Tic Tac Naranja 1 kg;Tic Tac;Naranja;1 kg Pack (bolsa mayorista);Golosinas;Caramelos y Pastillas;1;kg;;$ 855,86;$ 1.035,59;$ 1.905,92
597;GOL-MOG-OSI-30GXX;Mogul Ositos 30 g;Mogul;Ositos;30 g Bolsa (paquete);Golosinas;Gomitas;30;g;;$ 724,62;$ 876,79;$ 1.650,99
598;GOL-MOG-OSI-50GXX;Mogul Ositos 50 g;Mogul;Ositos;50 g Bolsa (paquete);Golosinas;Gomitas;50;g;;$ 597,31;$ 722,75;$ 1.070,14
599;GOL-MOG-OSI-100GXX;Mogul Ositos 100 g;Mogul;Ositos;100 g Bolsa (bolsa);Golosinas;Gomitas;100;g;;$ 481,55;$ 582,68;$ 901,13
600;GOL-MOG-GUS-30GXX;Mogul Gusanos 30 g;Mogul;Gusanos;30 g Bolsa (paquete);Golosinas;Gomitas;30;g;;$ 307,48;$ 372,05;$ 698,01
601;GOL-MOG-GUS-50GXX;Mogul Gusanos 50 g;Mogul;Gusanos;50 g Bolsa (paquete);Golosinas;Gomitas;50;g;;$ 297,92;$ 360,48;$ 571,28
602;GOL-MOG-GUS-100GXX;Mogul Gusanos 100 g;Mogul;Gusanos;100 g Bolsa (bolsa);Golosinas;Gomitas;100;g;;$ 316,62;$ 383,11;$ 581,22
603;GOL-MOG-ARO-30GXX;Mogul Aros 30 g;Mogul;Aros;30 g Bolsa (paquete);Golosinas;Gomitas;30;g;;$ 162,29;$ 196,37;$ 322,32
604;GOL-MOG-ARO-50GXX;Mogul Aros 50 g;Mogul;Aros;50 g Bolsa (paquete);Golosinas;Gomitas;50;g;;$ 527,06;$ 637,74;$ 992,35
605;GOL-MOG-ARO-100GXX;Mogul Aros 100 g;Mogul;Aros;100 g Bolsa (bolsa);Golosinas;Gomitas;100;g;;$ 445,36;$ 538,89;$ 972,03
606;GOL-BUL-SUR-30GXX;Bulldog Surtidas 30 g;Bulldog;Surtidas;30 g Bolsa (paquete);Golosinas;Gomitas;30;g;;$ 541,77;$ 655,54;$ 1.121,35
607;GOL-BUL-SUR-50GXX;Bulldog Surtidas 50 g;Bulldog;Surtidas;50 g Bolsa (paquete);Golosinas;Gomitas;50;g;;$ 632,42;$ 765,23;$ 1.188,73
608;GOL-BUL-SUR-100GXX;Bulldog Surtidas 100 g;Bulldog;Surtidas;100 g Bolsa (bolsa);Golosinas;Gomitas;100;g;;$ 589,85;$ 713,72;$ 1.292,80
609;GOL-BUL-COL-30GXX;Bulldog Cola 30 g;Bulldog;Cola;30 g Bolsa (paquete);Golosinas;Gomitas;30;g;;$ 250,83;$ 303,50;$ 504,65
610;GOL-BUL-COL-50GXX;Bulldog Cola 50 g;Bulldog;Cola;50 g Bolsa (paquete);Golosinas;Gomitas;50;g;;$ 315,54;$ 381,80;$ 684,60
611;GOL-BUL-COL-100GXX;Bulldog Cola 100 g;Bulldog;Cola;100 g Bolsa (bolsa);Golosinas;Gomitas;100;g;;$ 823,16;$ 996,02;$ 1.746,97
612;GOL-HAR-GOL-30GXX;Haribo Goldbears 30 g;Haribo;Goldbears;30 g Bolsa (paquete);Golosinas;Gomitas;30;g;;$ 424,78;$ 513,98;$ 734,39
613;GOL-HAR-GOL-50GXX;Haribo Goldbears 50 g;Haribo;Goldbears;50 g Bolsa (paquete);Golosinas;Gomitas;50;g;;$ 442,48;$ 535,40;$ 859,63
614;GOL-HAR-GOL-100GXX;Haribo Goldbears 100 g;Haribo;Goldbears;100 g Bolsa (bolsa);Golosinas;Gomitas;100;g;;$ 306,12;$ 370,41;$ 506,78
615;GOL-HAR-COL-30GXX;Haribo Cola 30 g;Haribo;Cola;30 g Bolsa (paquete);Golosinas;Gomitas;30;g;;$ 479,92;$ 580,70;$ 1.075,13
616;GOL-HAR-COL-50GXX;Haribo Cola 50 g;Haribo;Cola;50 g Bolsa (paquete);Golosinas;Gomitas;50;g;;$ 607,75;$ 735,38;$ 1.022,78
617;GOL-HAR-COL-100GXX;Haribo Cola 100 g;Haribo;Cola;100 g Bolsa (bolsa);Golosinas;Gomitas;100;g;;$ 160,06;$ 193,67;$ 351,95
